id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
145,BMW,745,automatic,silver,295000,2004,gasoline,gasoline,4.4,sedan,front,14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
146,Opel,Meriva,mechanical,blue,201000,2004,gasoline,gasoline,1.6,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,Ford,Transit,mechanical,white,255000,2001,diesel,diesel,2,van,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,Skoda,Octavia,mechanical,black,163128,2015,diesel,diesel,2,universal,front,11,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
149,Volkswagen,T3,mechanical,white,200020,1988,diesel,diesel,1.6,van,rear,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,Ford,Transit,mechanical,red,360000,2000,diesel,diesel,2.5,minibus,rear,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,Skoda,Superb,mechanical,grey,252414,2011,diesel,diesel,1.6,universal,front,19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
152,Mercedes-Benz,C230,automatic,silver,240000,2001,gasoline,gasoline,2.3,coupe,rear,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
153,Volkswagen,Touran,automatic,black,245000,2006,diesel,diesel,1.9,minivan,front,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
154,Citroen,Xsara Picasso,automatic,silver,100000,2004,gasoline,gasoline,1.8,hatchback,front,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
155,Kia,Cee'd,automatic,blue,215000,2008,diesel,diesel,1.6,universal,front,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
156,Citroen,Berlingo,mechanical,blue,263000,2001,diesel,diesel,2,minivan,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,Ford,Galaxy,automatic,blue,189000,2010,diesel,diesel,2,minivan,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
158,Volkswagen,Passat,mechanical,other,380000,1990,gasoline,gasoline,1.8,universal,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,Mercedes-Benz,E320,automatic,black,250000,2003,gasoline,gasoline,3.2,sedan,rear,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
160,Audi,A6,automatic,grey,180000,2006,gasoline,gasoline,2.4,sedan,front,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
161,Volkswagen,Passat,automatic,black,200000,1998,gasoline,gasoline,1.8,sedan,front,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
162,Volkswagen,Golf,automatic,other,300000,1991,gasoline,gasoline,1.8,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,Chevrolet,Aveo,mechanical,silver,128000,2012,gasoline,gasoline,1.6,sedan,front,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
164,Peugeot,407,mechanical,silver,319000,2004,diesel,diesel,2,universal,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
165,Subaru,Outback,mechanical,green,285000,2001,gasoline,gasoline,2.5,universal,all,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,BMW,X3,automatic,black,119000,2015,diesel,diesel,2,suv,all,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,Audi,A6,automatic,grey,435000,2004,diesel,diesel,3,sedan,all,16,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
168,BMW,320,mechanical,black,202000,2005,gasoline,gasoline,2,sedan,rear,27,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
169,Chery,Tiggo,mechanical,black,100000,2014,gasoline,gasoline,1.6,suv,front,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
170,Volkswagen,Passat,mechanical,blue,400000,1990,diesel,diesel,1.9,sedan,front,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,Peugeot,308,mechanical,grey,50000,2011,gasoline,gasoline,1.6,hatchback,front,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
172,Honda,Accord,mechanical,blue,330000,1994,gasoline,gasoline,2,sedan,front,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
173,Renault,Megane,mechanical,silver,255050,1997,gasoline,gasoline,1.6,hatchback,front,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,Skoda,Superb,mechanical,black,198431,2009,gasoline,gasoline,1.4,liftback,front,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
175,Mercedes-Benz,E350,automatic,white,124000,2012,gasoline,gasoline,3.5,sedan,all,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
176,Volkswagen,Polo Sedan,mechanical,silver,151600,2014,gasoline,gasoline,1.6,sedan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
177,Mercedes-Benz,ML400,automatic,silver,300000,2002,diesel,diesel,4,suv,all,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
178,Mercedes-Benz,C180,mechanical,black,270000,2008,gasoline,gasoline,1.8,sedan,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
179,Volvo,V70,mechanical,other,317000,2001,diesel,diesel,2.4,universal,front,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
180,Toyota,Avensis Verso,mechanical,other,440000,2003,diesel,diesel,2,minivan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
181,Nissan,Micra,mechanical,violet,170000,2011,gasoline,gasoline,1.2,hatchback,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
182,Volvo,S80,automatic,blue,126000,2015,diesel,diesel,1.6,sedan,front,13,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
183,Volkswagen,Golf,mechanical,silver,139000,2009,gasoline,gasoline,1.4,hatchback,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
184,Ford,Focus,mechanical,black,11187,2011,gasoline,gasoline,1.6,sedan,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
185,Ford,Transit,mechanical,silver,330000,1998,diesel,diesel,2.5,minibus,rear,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,Renault,Laguna,mechanical,red,370000,2002,diesel,diesel,1.9,universal,front,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
187,Volkswagen,Touareg,automatic,blue,78000,2011,gasoline,gasoline,3.6,suv,all,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
188,Toyota,Corolla,mechanical,silver,234000,2009,gasoline,gasoline,1.3,sedan,front,11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
189,Lexus,RX,automatic,silver,185000,2006,gasoline,gasoline,3.5,suv,all,11,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
190,Nissan,X-Trail,automatic,black,150000,2010,gasoline,gasoline,2.5,suv,all,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
191,Ford,Transit,mechanical,white,370000,2002,diesel,diesel,2,minibus,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
192,Opel,Vectra,mechanical,white,325000,2008,diesel,diesel,1.9,universal,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
193,Audi,A4,automatic,white,160000,2011,gasoline,gasoline,1.8,sedan,front,11,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
194,Lexus,RX,automatic,silver,185000,2007,gasoline,gasoline,3.5,suv,all,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
195,Lancia,Lybra,mechanical,silver,300000,2000,gasoline,gasoline,1.6,sedan,front,18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
196,Subaru,Legacy,automatic,silver,350000,2004,gasoline,gasoline,2.5,sedan,all,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
197,Kia,Cerato,mechanical,blue,204000,2008,gasoline,gasoline,1.6,sedan,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
198,Peugeot,308,mechanical,black,150000,2010,gasoline,gasoline,1.6,hatchback,front,13,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
199,Hyundai,Solaris,automatic,black,49200,2017,gasoline,gasoline,1.4,sedan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
200,Audi,200,mechanical,silver,324567,1984,diesel,diesel,1.9,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,Toyota,Avensis,automatic,black,240000,2011,gasoline,gasoline,1.8,sedan,front,17,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
202,Renault,Scenic,mechanical,silver,225000,2009,diesel,diesel,1.5,minivan,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
203,Volkswagen,Polo Sedan,mechanical,white,117000,2012,gasoline,gasoline,1.6,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,Jaguar,XF,automatic,grey,107000,2010,gasoline,gasoline,3,sedan,rear,22,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
205,Mitsubishi,Space Star,mechanical,red,140000,2003,gasoline,gasoline,1.6,minivan,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,Volkswagen,T5 Multivan,mechanical,silver,282000,2008,diesel,diesel,2.5,minibus,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
207,Buick,Encore,mechanical,grey,80000,2014,gasoline,gasoline,1.4,suv,all,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
208,Opel,Vectra,mechanical,black,243000,2008,gasoline,gasoline,1.8,sedan,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
209,Renault,Duster,mechanical,black,139000,2013,gasoline,gasoline,2,suv,all,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
210,Renault,Megane,mechanical,silver,234567,2000,gasoline,gasoline,1.6,hatchback,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,Toyota,Corolla,mechanical,silver,352000,2006,diesel,diesel,1.4,universal,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
212,Opel,Astra,mechanical,white,305000,2001,diesel,diesel,2,universal,front,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,Ford,Escort,mechanical,blue,40000,1994,gasoline,gasoline,1.6,hatchback,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,Citroen,C4,mechanical,red,151000,2008,gasoline,gasoline,1.6,hatchback,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,Mazda,3,automatic,black,38326,2014,gasoline,gasoline,1.5,hatchback,front,17,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
216,Mercedes-Benz,Sprinter,automatic,yellow,300000,1995,diesel,diesel,2.3,van,rear,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,BMW,X5,automatic,grey,175015,2007,gasoline,gasoline,3,suv,all,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,Nissan,Maxima,automatic,silver,264000,2003,gasoline,gasoline,3,sedan,front,21,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
219,Ford,Fusion,automatic,silver,93000,2015,gasoline,gasoline,1.5,sedan,front,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
220,Toyota,Corolla,mechanical,silver,228000,2007,gasoline,gasoline,1.8,universal,front,29,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
221,Fiat,Grande Punto,mechanical,white,255000,2009,gasoline,gasoline,1.4,hatchback,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
222,Kia,Magentis,mechanical,black,262000,2008,diesel,diesel,2,sedan,front,28,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
223,Volvo,S80,automatic,other,152000,2011,gasoline,gasoline,2.5,sedan,front,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
224,Mazda,6,automatic,white,142000,2010,gasoline,gasoline,2,sedan,front,13,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
225,Audi,A4,mechanical,blue,418000,1995,gasoline,gasoline,1.8,sedan,front,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
226,Opel,Antara,automatic,other,120000,2012,diesel,diesel,2.2,suv,all,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
227,Opel,Omega,mechanical,blue,455555,1998,diesel,diesel,2,sedan,rear,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
228,Peugeot,206,mechanical,silver,272000,2007,gasoline,gasoline,1.4,sedan,front,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
229,Renault,Safrane,mechanical,other,376000,2000,diesel,diesel,2.2,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
230,Land Rover,Freelander,mechanical,other,300000,2000,diesel,diesel,2,suv,all,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
231,Volvo,XC90,automatic,red,133000,2009,gasoline,gasoline,2.5,suv,all,16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
232,Fiat,Panda,mechanical,red,202000,2008,diesel,diesel,1.3,hatchback,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,Mazda,6,mechanical,silver,285000,2004,gasoline,gasoline,2,hatchback,front,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
234,Honda,CR-V,mechanical,silver,160000,2000,gasoline,gasoline,2,suv,all,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
235,Kia,Carens,mechanical,red,195000,2003,gasoline,gasoline,1.8,universal,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
236,Citroen,Xsara,mechanical,blue,230000,1998,gasoline,gasoline,1.4,universal,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,Opel,Astra,mechanical,white,140000,2011,gasoline,gasoline,1.4,hatchback,front,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
238,Volkswagen,T3,mechanical,blue,250000,1989,diesel,diesel,1.9,minibus,rear,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
239,Renault,Laguna,mechanical,blue,280000,2000,gasoline,gasoline,1.8,hatchback,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,Citroen,DS5,mechanical,grey,159300,2015,diesel,diesel,1.6,hatchback,front,19,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
241,Peugeot,406,mechanical,blue,600,2000,gasoline,gasoline,2,sedan,front,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
242,BMW,320,mechanical,other,398300,1991,gasoline,gasoline,2,sedan,rear,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
243,Peugeot,206,mechanical,yellow,179000,2003,gasoline,gasoline,1.4,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,Volkswagen,Jetta,mechanical,blue,320000,2005,gasoline,gasoline,2.5,sedan,front,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
245,Volvo,S70,automatic,black,367114,2000,gasoline,gasoline,2.4,sedan,front,14,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
246,Mercedes-Benz,E300,automatic,green,400000,1988,diesel,diesel,3,sedan,rear,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
247,Mercedes-Benz,Vito,automatic,black,220000,2012,diesel,diesel,2.2,van,rear,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
248,Renault,Laguna,mechanical,silver,280000,2002,diesel,diesel,1.9,hatchback,front,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
249,Audi,A6,automatic,silver,120000,2012,gasoline,gasoline,3,universal,all,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
250,Chevrolet,Malibu,automatic,black,80000,2016,gasoline,gasoline,1.5,sedan,front,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
251,Volkswagen,Passat,automatic,black,145000,2012,gasoline,gasoline,1.8,sedan,front,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
252,Renault,Laguna,mechanical,blue,176000,1999,diesel,diesel,1.9,universal,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
253,Ford,Mondeo,mechanical,silver,119000,2014,gasoline,gasoline,1.6,sedan,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
254,Ford,Focus,mechanical,grey,139000,2013,gasoline,gasoline,1.6,sedan,front,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
255,BMW,524,mechanical,blue,540000,1990,diesel,diesel,2.4,sedan,rear,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
256,Opel,Vectra,automatic,blue,170000,1997,gasoline,gasoline,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
257,Hyundai,Lantra,mechanical,silver,100000,1996,gasoline,gasoline,1.6,universal,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,Mitsubishi,Carisma,mechanical,blue,390000,1998,diesel,diesel,1.9,hatchback,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
259,Ford,Mondeo,mechanical,blue,375000,2005,diesel,diesel,2,sedan,front,7,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
260,Honda,CR-V,mechanical,grey,126000,2016,diesel,diesel,1.6,suv,all,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
261,Suzuki,Swift,mechanical,red,131040,2006,gasoline,gasoline,1.3,hatchback,front,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
262,Volvo,XC70,automatic,black,87000,2014,diesel,diesel,2.4,universal,all,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
263,Seat,Ibiza,automatic,other,180000,2009,gasoline,gasoline,1.6,hatchback,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
264,Hyundai,Santa Fe,automatic,black,150000,2014,diesel,diesel,2.2,suv,all,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
265,Nissan,Primera,mechanical,green,450000,1998,diesel,diesel,2,universal,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,Kia,Rio,mechanical,silver,150000,2013,gasoline,gasoline,1.4,hatchback,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
267,Fiat,Bravo,mechanical,other,310000,1999,gasoline,gasoline,1.2,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,Volvo,S60,mechanical,blue,369000,2001,gasoline,gasoline,2.3,sedan,front,44,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
269,Ford,Galaxy,mechanical,blue,390000,1998,diesel,diesel,1.9,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
270,BMW,116,automatic,black,165000,2008,gasoline,gasoline,1.6,hatchback,rear,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
271,Land Rover,Range Rover Sport,automatic,other,120000,2008,gasoline,gasoline,4.2,suv,all,23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
272,Renault,Megane,mechanical,other,391000,1998,gasoline,gasoline,1.6,sedan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
273,Hyundai,Santa Fe,mechanical,black,240000,2005,gasoline,gasoline,2.4,suv,front,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
274,Volkswagen,T5,mechanical,yellow,223000,2013,diesel,diesel,2,van,front,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
275,Toyota,Avensis Verso,mechanical,grey,400000,2002,diesel,diesel,2,minivan,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,Opel,Astra,mechanical,red,420000,1995,diesel,diesel,1.7,universal,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,SsangYong,Rexton,automatic,grey,440000,2004,diesel,diesel,2.7,suv,all,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
278,BMW,525,automatic,grey,320000,2001,diesel,diesel,2.5,sedan,rear,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
279,Volkswagen,Tiguan,automatic,black,170000,2011,gasoline,gasoline,2,suv,all,13,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
280,Ford,Mondeo,mechanical,blue,200000,1994,gasoline,gasoline,2.5,hatchback,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
281,Volvo,XC90,automatic,black,360000,2004,diesel,diesel,2.4,suv,all,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
282,Chrysler,Voyager,automatic,green,288845,2000,gasoline,gasoline,2.4,minivan,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,Seat,Altea,automatic,black,160000,2011,gasoline,gasoline,2,minivan,front,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
284,Ford,Mondeo,mechanical,white,361847,1995,gasoline,gasoline,1.6,sedan,front,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
285,Rover,200-Series,mechanical,silver,100000,1999,gasoline,gasoline,1.4,hatchback,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,Opel,Vectra,automatic,red,270000,1996,gasoline,gasoline,1.6,sedan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,Renault,Laguna,mechanical,other,250000,1999,gasoline,gasoline,1.8,hatchback,front,14,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288,Kia,Picanto,mechanical,white,250000,2004,gasoline,gasoline,1.1,hatchback,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
289,Mercedes-Benz,C220,automatic,blue,450000,1999,diesel,diesel,2.2,universal,rear,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
